"time","E4"
0,0.183175157669451
0.489795918367347,-0.0397608226830057
0.979591836734694,-0.0279717645507126
1.46938775510204,0.112923705878393
1.95918367346939,0.258758542190787
2.44897959183673,0.0641079395298994
2.93877551020408,-0.0897355295822377
3.42857142857143,0.0461980191064066
3.91836734693878,-0.0753678531171409
4.40816326530612,0.0449034032183235
4.89795918367347,0.0706876649404583
5.38775510204082,-0.0684962928067085
5.87755102040816,-0.125456094712181
6.36734693877551,-0.075073231307437
6.85714285714286,-0.0768802142948386
7.3469387755102,0.182514701697484
7.83673469387755,0.0758842016086831
8.3265306122449,0.00749297201527106
8.81632653061224,0.18946026583658
9.30612244897959,0.0954767654999125
9.79591836734694,0.107925489262709
10.2857142857143,0.013798979055608
10.7755102040816,-0.0829246109709524
11.265306122449,0.254599684908132
11.7551020408163,-0.0480273554153611
12.2448979591837,0.156479366096538
12.734693877551,0.0943423764877138
13.2244897959184,0.342161439054653
13.7142857142857,0.23257851217356
14.2040816326531,0.179416966426298
14.6938775510204,0.352134604383884
15.1836734693878,0.120023046957954
15.6734693877551,0.239814041746679
16.1632653061224,0.221586256770747
16.6530612244898,0.310718362274567
17.1428571428571,0.197870062984804
17.6326530612245,-0.0205253318425801
18.1224489795918,0.0941495021650774
18.6122448979592,0.224030066394984
19.1020408163265,0.273670594800736
19.5918367346939,0.204869229744946
20.0816326530612,0.259601726898852
20.5714285714286,0.413856729717391
21.0612244897959,0.477336349336174
21.5510204081633,0.443904909309497
22.0408163265306,0.438060978998077
22.530612244898,0.296290014540114
23.0204081632653,0.365689479194622
23.5102040816327,0.447631313797358
24,0.36696714397425
